,line,filename,entity,len,lineNo,email,url,phone,sigdelimiter,special,words,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioNB,lenRatio,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
1434,Elsie:,222.txt,no_entity,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,1,15,83.0,6,212,9,6,1,5,0,0,0,1,0.06666666666666667,0.16666666666666666,0.07228915662650602,1,0,1,1
1435,"Sorry, in looking over this again with Lisa, we want to be sure that we understand the request correctly.  ",222.txt,no_entity,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,15,83.0,6,212,9,6,1,4,0,0,1,1,0.13333333333333333,0.3333333333333333,1.2891566265060241,0,1,0,0
1436,See attached for my understanding of what you are requesting and please confirm.,222.txt,no_entity,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,15,83.0,6,212,9,6,1,3,0,0,1,1,0.2,0.5,0.963855421686747,1,0,0,0
1437,"I looked at this from the perspective of each entire deal.  For each, I took the total price and volume of the deal and subtracted/added the MWs you specified and then calculated the revised value of each deal.  ",222.txt,no_entity,212,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,15,83.0,6,212,9,6,1,2,0,0,1,1,0.26666666666666666,0.6666666666666666,2.5542168674698793,0,1,0,0
1438,Is this a correct understanding of the changes needed and their impact?,222.txt,no_entity,71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,15,83.0,6,212,9,6,1,1,0,1,1,1,0.3333333333333333,0.8333333333333334,0.8554216867469879,1,0,0,0
1439,"Thanks, Jenny",222.txt,signature,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,15,83.0,6,212,9,6,1,0,1,0,1,1,0.4,1.0,0.1566265060240964,1,0,1,1
1440,"Hey Jennifer,",223.txt,no_entity,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,1,1,0,0,1,7,21.0,10,49,2,5,3,4,0,0,1,1,0.14285714285714285,0.2,0.6190476190476191,1,0,1,0
1441,	Did you have any more questions related to this?,223.txt,no_entity,49,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,7,21.0,10,49,2,5,3,3,0,0,1,1,0.2857142857142857,0.4,2.3333333333333335,0,1,0,0
1442,"Thanks,",223.txt,signature,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,7,21.0,10,49,2,5,3,2,0,0,1,1,0.42857142857142855,0.6,0.3333333333333333,1,0,1,1
1443,Elsie,223.txt,signature,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,0,0,0,1,7,21.0,10,49,2,5,3,1,0,1,1,1,0.5714285714285714,0.8,0.23809523809523808,1,0,1,1
1444,713-853-6757,223.txt,signature,12,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,7,21.0,10,49,2,5,3,0,1,0,1,1,0.7142857142857143,1.0,0.5714285714285714,1,0,1,0
1445,"Got it, thanks.",224.txt,no_entity,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,1,1,0,0,0,3,15.0,15,15,2,1,0,0,1,0,1,1,0.3333333333333333,1.0,1.0,1,0,0,0
1446,"Jennifer,,,,,I updated the dms....in the comment section this is for 2 deals...the difference between enpwer mw and revised mw will be 8150 mw (12600mw revised to 4450mw)...the spreadsheet is the detail for the changes needed and not totals for the deals.  ",225.txt,no_entity,257,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,1,1,0,0,0,7,93.0,10,257,4,3,2,2,0,0,1,1,0.14285714285714285,0.3333333333333333,2.763440860215054,0,1,0,0
1447,"Thanks,",225.txt,signature,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,7,93.0,10,257,4,3,2,1,0,1,1,1,0.2857142857142857,0.6666666666666666,0.07526881720430108,1,0,1,1
1448,Elsie,225.txt,signature,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,0,0,0,1,7,93.0,10,257,4,3,2,0,1,0,1,1,0.42857142857142855,1.0,0.053763440860215055,1,0,1,1
1449,Elsie:,226.txt,no_entity,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,1,9,81.0,6,282,5,4,1,3,0,0,1,1,0.1111111111111111,0.25,0.07407407407407407,1,0,1,1
1450,Thanks for the welcome!,226.txt,no_entity,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,9,81.0,6,282,5,4,1,2,0,0,1,1,0.2222222222222222,0.5,0.2839506172839506,1,0,1,1
1451,"Already I have a quick question - in the attached spreadsheet, the disputed MW columns seem to add up to 12600 and 4450.  In reading the DMS, I would expect them to add up to 14600 and 5600 (or 12600 and 3600, if I only include the referrenced deal, #12593). Am I missing something?",226.txt,no_entity,282,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,1,1,0,0,0,9,81.0,6,282,5,4,1,1,0,1,1,1,0.3333333333333333,0.75,3.4814814814814814,0,1,0,0
1452,Jenny,226.txt,signature,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,1,0,0,0,1,9,81.0,6,282,5,4,1,0,1,0,1,1,0.4444444444444444,1.0,0.06172839506172839,1,0,1,1
1453,....and welcome aboard!,227.txt,no_entity,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.,0,1,1,0,0,0,4,23.0,23,23,3,1,0,0,1,0,1,1,0.25,1.0,1.0,1,0,0,0
1454, << File: to portland for bpa.xls >> ,228.txt,no_entity,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,6,50.0,10,140,2,4,2,3,0,0,1,1,0.16666666666666666,0.25,0.74,1,0,1,0
1455,"Hello,,,,,this is the support of the chgs needed for dms request 12593.  If you have questions or need additional info, I'm at 713-853-6757.",228.txt,no_entity,140,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,1,1,0,0,0,6,50.0,10,140,2,4,2,2,0,0,1,1,0.3333333333333333,0.5,2.8,0,1,0,0
1456,"Thanks,",228.txt,signature,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,6,50.0,10,140,2,4,2,1,0,1,1,1,0.5,0.75,0.14,1,0,1,1
1457,Elsie,228.txt,signature,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,0,0,0,1,6,50.0,10,140,2,4,2,0,1,0,1,1,0.6666666666666666,1.0,0.1,1,0,1,1
1458,This email is acknowledgement from the Power Pool of Alberta of the change,229.txt,no_entity,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,49,45.0,10,76,7,42,5,41,0,0,0,0,0.02040816326530612,0.023809523809523808,1.6444444444444444,0,1,0,0
1459,in direct sales registration for contracts that are currently registered,229.txt,no_entity,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i,0,1,1,0,0,0,49,45.0,10,76,7,42,5,40,0,0,0,0,0.04081632653061224,0.047619047619047616,1.6,0,1,0,0
1460,with the Power Pool between your organization and Enron Canada Power,229.txt,no_entity,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,0,1,1,0,0,0,49,45.0,10,76,7,42,5,39,0,0,0,0,0.061224489795918366,0.07142857142857142,1.511111111111111,0,1,0,0
1461,Corporation for trading after December 29 HE 1 2001.  On January 4 the Power,229.txt,no_entity,76,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,49,45.0,10,76,7,42,5,38,0,0,0,0,0.08163265306122448,0.09523809523809523,1.6888888888888889,0,1,0,0
1462,Pool received your acknowledgement of Enron's change in the source asset for,229.txt,no_entity,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,49,45.0,10,76,7,42,5,37,0,0,0,0,0.10204081632653061,0.11904761904761904,1.6888888888888889,0,1,0,0
1463,"the direct sales registrations for contracts 259, 260, 1950 to 1976 (total",229.txt,no_entity,74,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,1,1,0,0,0,49,45.0,10,76,7,42,5,36,0,0,0,0,0.12244897959183673,0.14285714285714285,1.6444444444444444,0,1,0,0
1464,of 29 contracts) to modify the source from the Sundance 3 unit (SD3) to,229.txt,no_entity,71,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,o,0,1,1,0,0,0,49,45.0,10,76,7,42,5,35,0,0,0,0,0.14285714285714285,0.16666666666666666,1.5777777777777777,0,1,0,0
1465,Enron's unmetered source asset (ECP-).  The modified registration terms will,229.txt,no_entity,76,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,49,45.0,10,76,7,42,5,34,0,0,0,0,0.16326530612244897,0.19047619047619047,1.6888888888888889,0,1,0,0
1466,be effective December 29 HE 1 2001 and will apply until the expiry date of,229.txt,no_entity,74,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,b,0,1,1,0,0,0,49,45.0,10,76,7,42,5,33,0,0,0,0,0.1836734693877551,0.21428571428571427,1.6444444444444444,0,1,0,0
1467,the contract for net settlement purposes.,229.txt,no_entity,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,1,1,0,0,0,49,45.0,10,76,7,42,5,32,0,0,0,0,0.20408163265306123,0.23809523809523808,0.9111111111111111,1,0,0,0
1468,"In addition, as has been verbally communicated to you, the Power Pool was",229.txt,no_entity,73,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,49,45.0,10,76,7,42,5,31,0,0,0,0,0.22448979591836735,0.2619047619047619,1.6222222222222222,0,1,0,0
1469,required to modify two of Encore/EPCOR's direct sales contracts with Enron,229.txt,no_entity,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,1,1,0,0,0,49,45.0,10,76,7,42,5,30,0,0,0,0,0.24489795918367346,0.2857142857142857,1.6444444444444444,0,1,0,0
1470,Canada Power Corporation that were registered with the Power Pool in 2001,229.txt,no_entity,73,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,49,45.0,10,76,7,42,5,29,0,0,0,0,0.2653061224489796,0.30952380952380953,1.6222222222222222,0,1,0,0
1471,due to the sale of the Sundance 3 unit effective December 29 HE 1 2001.  The,229.txt,no_entity,76,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,1,1,0,0,0,49,45.0,10,76,7,42,5,28,0,0,0,0,0.2857142857142857,0.3333333333333333,1.6888888888888889,0,1,0,0
1472,details of these changes are provided below.,229.txt,no_entity,44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,1,1,0,0,0,49,45.0,10,76,7,42,5,27,0,0,0,0,0.30612244897959184,0.35714285714285715,0.9777777777777777,1,0,0,0
1473,***********************************,229.txt,no_entity,35,16,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,*,0,1,1,1,1,0,49,45.0,10,76,7,42,5,26,0,0,0,0,0.32653061224489793,0.38095238095238093,0.7777777777777778,1,0,0,0
1474,Original Contract Number: 148,229.txt,no_entity,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,1,49,45.0,10,76,7,42,5,25,0,0,0,0,0.3469387755102041,0.40476190476190477,0.6444444444444445,1,0,1,0
1475,Terminated: December 28 HE 24,229.txt,no_entity,29,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,49,45.0,10,76,7,42,5,24,0,0,0,0,0.3673469387755102,0.42857142857142855,0.6444444444444445,1,0,1,0
1476,Source:  Enron Sundance 3 (Enron's metered asset),229.txt,no_entity,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,49,45.0,10,76,7,42,5,23,0,0,0,0,0.3877551020408163,0.4523809523809524,1.0888888888888888,0,1,0,0
1477,Sink: EA1U,229.txt,no_entity,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,49,45.0,10,76,7,42,5,22,0,0,0,0,0.40816326530612246,0.47619047619047616,0.2222222222222222,1,0,1,1
1478,New Contract Number: 2050,229.txt,no_entity,25,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,1,1,0,0,1,49,45.0,10,76,7,42,5,21,0,0,0,0,0.42857142857142855,0.5,0.5555555555555556,1,0,1,0
1479,Begin Date: December 29 HE 1,229.txt,no_entity,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,1,0,0,0,49,45.0,10,76,7,42,5,20,0,0,0,0,0.4489795918367347,0.5238095238095238,0.6222222222222222,1,0,1,0
1480,Expiry Date: December 31 HE 24,229.txt,no_entity,30,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,49,45.0,10,76,7,42,5,19,0,0,0,0,0.46938775510204084,0.5476190476190477,0.6666666666666666,1,0,1,0
1481,Source:  Enron ECP- (Enron's unmetered asset),229.txt,no_entity,45,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,49,45.0,10,76,7,42,5,18,0,0,0,0,0.4897959183673469,0.5714285714285714,1.0,1,0,0,0
1482,Sink: EA1U,229.txt,no_entity,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,49,45.0,10,76,7,42,5,17,0,0,0,0,0.5102040816326531,0.5952380952380952,0.2222222222222222,1,0,1,1
1483,***********************************,229.txt,no_entity,35,26,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,*,0,1,1,1,1,0,49,45.0,10,76,7,42,5,16,0,0,0,0,0.5306122448979592,0.6190476190476191,0.7777777777777778,1,0,0,0
1484,Original Contract Number: 245,229.txt,no_entity,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,1,49,45.0,10,76,7,42,5,15,0,0,0,0,0.5510204081632653,0.6428571428571429,0.6444444444444445,1,0,1,0
1485,Terminated: December 28 HE 24,229.txt,no_entity,29,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,49,45.0,10,76,7,42,5,14,0,0,0,0,0.5714285714285714,0.6666666666666666,0.6444444444444445,1,0,1,0
1486,Source:  Enron Sundance 3 (Enron's metered asset),229.txt,no_entity,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,49,45.0,10,76,7,42,5,13,0,0,0,0,0.5918367346938775,0.6904761904761905,1.0888888888888888,0,1,0,0
1487,Sink: ENC+,229.txt,no_entity,10,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,S,0,1,1,0,0,0,49,45.0,10,76,7,42,5,12,0,0,0,0,0.6122448979591837,0.7142857142857143,0.2222222222222222,1,0,1,1
1488,New Contract Number: 2051,229.txt,no_entity,25,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,1,1,0,0,1,49,45.0,10,76,7,42,5,11,0,0,0,0,0.6326530612244898,0.7380952380952381,0.5555555555555556,1,0,1,0
1489,Begin Date: December 29 HE 1,229.txt,no_entity,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,1,0,0,0,49,45.0,10,76,7,42,5,10,0,0,0,1,0.6530612244897959,0.7619047619047619,0.6222222222222222,1,0,1,0
1490,Expiry Date: December 31 HE 24,229.txt,no_entity,30,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,49,45.0,10,76,7,42,5,9,0,0,0,1,0.673469387755102,0.7857142857142857,0.6666666666666666,1,0,1,0
1491,Source:  Enron ECP- (Enron's unmetered asset),229.txt,no_entity,45,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,49,45.0,10,76,7,42,5,8,0,0,0,1,0.6938775510204082,0.8095238095238095,1.0,1,0,0,0
1492,Sink: ENC+,229.txt,no_entity,10,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,S,0,1,1,0,0,0,49,45.0,10,76,7,42,5,7,0,0,0,1,0.7142857142857143,0.8333333333333334,0.2222222222222222,1,0,1,1
1493,***********************************,229.txt,no_entity,35,36,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,*,0,1,1,1,1,0,49,45.0,10,76,7,42,5,6,0,0,0,1,0.7346938775510204,0.8571428571428571,0.7777777777777778,1,0,0,0
1494,"If you have any questions relating to this matter, please give me a call.",229.txt,no_entity,73,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,49,45.0,10,76,7,42,5,5,0,0,0,1,0.7551020408163265,0.8809523809523809,1.6222222222222222,0,1,0,0
1495,Carol Moline,229.txt,signature,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,0,0,0,1,49,45.0,10,76,7,42,5,4,0,0,1,1,0.7755102040816326,0.9047619047619048,0.26666666666666666,1,0,1,1
1496,Financial Controller,229.txt,signature,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,0,0,0,1,49,45.0,10,76,7,42,5,3,0,0,1,1,0.7959183673469388,0.9285714285714286,0.4444444444444444,1,0,1,1
1497,Power Pool of Alberta,229.txt,signature,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,49,45.0,10,76,7,42,5,2,0,0,1,1,0.8163265306122449,0.9523809523809523,0.4666666666666667,1,0,1,1
1498,(403) 233-4686,229.txt,signature,14,41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,(,0,1,1,0,0,0,49,45.0,10,76,7,42,5,1,0,1,1,1,0.8367346938775511,0.9761904761904762,0.3111111111111111,1,0,1,1
1499,carol.moline@powerpool.ab.ca,229.txt,signature,28,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,1,1,0,0,0,49,45.0,10,76,7,42,5,0,1,0,1,1,0.8571428571428571,1.0,0.6222222222222222,1,0,1,0
1500,System Outage Notification,23.txt,no_entity,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,0,0,0,1,30,44.0,8,250,19,11,0,10,0,0,0,1,0.03333333333333333,0.09090909090909091,0.5909090909090909,1,0,1,0
1501,Outage Description:,23.txt,no_entity,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,1,30,44.0,8,250,19,11,0,9,0,0,0,1,0.06666666666666667,0.18181818181818182,0.4318181818181818,1,0,1,1
1502,"All SAP systems (including Prod Interface, all EBP systems, IPayIt and FTP servers) will be shutdown in order to upgrade our storage hardware. This maintenance is required to ensure that sufficient storage is available for the SAP Production systems.",23.txt,no_entity,250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,1,1,0,0,0,30,44.0,8,250,19,11,0,8,0,0,0,1,0.1,0.2727272727272727,5.681818181818182,0,1,0,0
1503,Date & Time of Outage: ,23.txt,no_entity,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,0,30,44.0,8,250,19,11,0,7,0,0,0,1,0.13333333333333333,0.36363636363636365,0.5227272727272727,1,0,1,0
1504,"Outage Commences: November 9, 2001 @ 8:00pm CST",23.txt,no_entity,47,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,0,30,44.0,8,250,19,11,0,6,0,0,0,1,0.16666666666666666,0.45454545454545453,1.0681818181818181,0,1,0,0
1505,"Outage Ends: November 12, 2001 @ 2:00am CST",23.txt,no_entity,43,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,0,30,44.0,8,250,19,11,0,5,0,0,0,1,0.2,0.5454545454545454,0.9772727272727273,1,0,0,0
1506,Contacts:,23.txt,no_entity,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,1,30,44.0,8,250,19,11,0,4,0,0,1,1,0.23333333333333334,0.6363636363636364,0.20454545454545456,1,0,1,1
1507,Contact:,23.txt,no_entity,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,1,30,44.0,8,250,19,11,0,3,0,0,1,1,0.26666666666666666,0.7272727272727273,0.18181818181818182,1,0,1,1
1508,Contact Information:,23.txt,no_entity,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,0,0,0,1,30,44.0,8,250,19,11,0,2,0,0,1,1,0.3,0.8181818181818182,0.45454545454545453,1,0,1,1
1509,ISC Customer Care ,23.txt,no_entity,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,30,44.0,8,250,19,11,0,1,0,1,1,1,0.3333333333333333,0.9090909090909091,0.4090909090909091,1,0,1,1
1510,713-345-4727,23.txt,no_entity,12,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,30,44.0,8,250,19,11,0,0,1,0,1,1,0.36666666666666664,1.0,0.2727272727272727,1,0,1,1
1511,Enron has consented to allow the Federal Bureau of Investigation to search the Enron Building and to interview employees regarding allegations of document destruction.  The company encourages all employees to fully cooperate with the FBI.,230.txt,no_entity,238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,5,338.0,238,437,3,2,0,1,0,1,1,1,0.2,0.5,0.7041420118343196,1,0,1,0
1512,"The company has retained Michael Levy and his law firm Swidler, Berlin, Shereff, Friedman, to advise any employee regarding this matter and to be present with them during any interviews by government investigators.  If you would like to speak with an attorney, please contact Ned Crady of the Legal Department at 3-4558 or contact Michael Levy's office in Washington, D.C. at 202-295-8414 and they will direct you to him here in Houston.",230.txt,no_entity,437,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,5,338.0,238,437,3,2,0,0,1,0,1,1,0.4,1.0,1.2928994082840237,0,1,0,0
1513,Lisa:,231.txt,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,L,0,1,1,0,0,1,8,48.0,5,125,5,3,1,2,0,0,1,1,0.125,0.3333333333333333,0.10416666666666667,1,0,1,1
1514,This is supporting documentation for a dispute from 12/01 with BPA.  I will give you a hard copy of the request from Houston.,231.txt,no_entity,125,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,8,48.0,5,125,5,3,1,1,0,1,1,1,0.25,0.6666666666666666,2.6041666666666665,0,1,0,0
1515,Thanks!,231.txt,signature,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,8,48.0,5,125,5,3,1,0,1,0,1,1,0.375,1.0,0.14583333333333334,1,0,1,1
1516, - ECP- direct sale detail1.xls ,232.txt,no_entity,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,2,32.0,32,32,1,1,0,0,1,0,1,1,0.5,1.0,1.0,1,0,0,0
1517,"Earlier today, I stepped down as Enron's Chairman of the Board and Chief Executive Officer.  This decision was reached in cooperation with Enron's Board and the Creditor Committee and is effective immediately.",233.txt,no_entity,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,14,239.0,12,609,7,7,1,6,0,0,0,1,0.07142857142857142,0.14285714285714285,0.8744769874476988,1,0,0,0
1518,"To emerge from bankruptcy, Enron needs a CEO who can focus 100 percent of his or her efforts on rebuilding the company.  Unfortunately, with multiple inquiries and investigations that require my immediate attention, at this time I am unable to fully concentrate on what is most important to Enron's stakeholders - preserving value for our creditors and our dedicated employees.",233.txt,no_entity,377,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,14,239.0,12,609,7,7,1,5,0,0,0,1,0.14285714285714285,0.2857142857142857,1.5774058577405858,0,1,0,0
1519,The Creditor Committee has begun a search for a restructuring specialist to serve as interim CEO to help the company emerge from bankruptcy.  This individual will join Enron's remaining management team to direct the company's ongoing operations.,233.txt,no_entity,245,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,14,239.0,12,609,7,7,1,4,0,0,1,1,0.21428571428571427,0.42857142857142855,1.0251046025104602,0,1,0,0
1520,I truly believe Enron can and will survive.  I will remain a Director of the Board to help see that it does.,233.txt,no_entity,108,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,14,239.0,12,609,7,7,1,3,0,0,1,1,0.2857142857142857,0.5714285714285714,0.45188284518828453,1,0,1,1
1521,"During my time at Enron, I have witnessed tremendous change and opportunity.  I have seen people rigorously grow and maintain one of the world's most efficient and safest gas pipeline networks; I have seen people dedicate themselves to a cause that became a passion - the opening of energy markets; I have observed smart people come together as a team to build creative solutions like EnronOnline; and I have watched people tirelessly give of themselves to help their fellow employees and those in the community.  Regardless of what has happened, I am proud of so much of what we were able to accomplish here.",233.txt,no_entity,609,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,0,14,239.0,12,609,7,7,1,2,0,0,1,1,0.35714285714285715,0.7142857142857143,2.5481171548117154,0,1,0,0
1522,Thank you for your contributions to the company and for the inspiration you have been to me over the years.,233.txt,no_entity,107,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,14,239.0,12,609,7,7,1,1,0,1,1,1,0.42857142857142855,0.8571428571428571,0.4476987447698745,1,0,1,1
1523,Ken Lay,233.txt,signature,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,1,0,0,1,14,239.0,12,609,7,7,1,0,1,0,1,1,0.5,1.0,0.029288702928870293,1,0,1,1
1524,Lisa:,234.txt,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,L,0,1,1,0,0,1,7,40.0,5,101,4,3,0,2,0,0,1,1,0.14285714285714285,0.3333333333333333,0.125,1,0,1,1
1525,Can you work on this?  I will give you a hard copy of the formal (DMS) request Houston made for this.,234.txt,no_entity,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,7,40.0,5,101,4,3,0,1,0,1,1,1,0.2857142857142857,0.6666666666666666,2.525,0,1,0,0
1526,Thanks!  Jenny,234.txt,no_entity,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,7,40.0,5,101,4,3,0,0,1,0,1,1,0.42857142857142855,1.0,0.35,1,0,1,1
